argument_id|frame_id|frame|topic_id|topic|premise|stance|conclusion|genericFrame|fuzzyFrame
4117|91|morality|416| Deporting illegal immigrants in the US|"Jim Gilchrist, MBA, CPA, Founder and President of The Minuteman Project, in a May 31, 2007 Global Politician interview titled ""Jim Gilchrist of Minuteman Project on Immigration, Terror, Elections"": ""I’m pro-deportation or if you want to use a nicer word, pro-repatriation. You cannot have a defeatist attitude towards the problem and have a solution. The repatriation of illegals must begin with a recognition of the problem and a plan. We may be called names, but the names our grandchildren will call us will be worse when they have to live in a destroyed country. There must be a multi-faceted approach, including arresting illegals and also cutting off social welfare programs to them."""|Pro|Illegals should be deported, not given amnesty|MORALITY|(MORALITY:1.0)
4118|91|morality|416| Deporting illegal immigrants in the US|The primary purpose of the government is to maintain national security of its people. Deporting illegal immigrants, who potentially pose a security risk to US citizens, is morally consistent with US aims to protect its citizens.|Pro|Deporting illegal immigrants maintains moral goal of security.|MORALITY|(MORALITY:1.0)
4119|91|morality|416| Deporting illegal immigrants in the US|You can not use the trail of tears as a acceptable and relevant argument. The topic is whether deporting illegals is moral. The cheeroke were legally aloud to be there but after losing a war, the U.S.A kicked them out. Illegal aliens have no ethical claim to remain.|Pro|Deporting illegals not akin to expulsion of Native American.|MORALITY|(MORALITY:1.0)
4120|91|morality|416| Deporting illegal immigrants in the US|"The Wall Street Journal, in its Aug. 4, 2002 editorial titled ""The GOP's Immigration Fumble,"" offered the following: ""Deporting them for the duration of the application process would break up families."""|Con|Deportation disrupts immigrant families|MORALITY|(MORALITY:1.0)
4121|91|morality|416| Deporting illegal immigrants in the US|In all some ninety-thousand Indians were relocated. The Cherokee were among the last to go. Some reluctantly agreed to move. Others were driven from their homes at bayonet point. Almost two thousand of them died along the route they remembered as the Trail of Tears. This demonstrates the tragedy that is any deportation event.|Con|Trail of Tears demonstrates injustice of mass deportation.|MORALITY|(MORALITY:1.0)
4122|91|morality|416| Deporting illegal immigrants in the US|As the world's leading superpower, it is the responsibility of the United States to serve as a haven for immigrants escaping devastating conditions. Many immigrants are fleeing from famine, war, political strife, or religious persecution. It is a responsibility, and/or merely a good act, to protect these people by allowing them to take refuge and start new lives in the United States.|Con|US can help shield illegal immigrants from hardship.|MORALITY|(MORALITY:1.0)
4123|179|politics|416| Deporting illegal immigrants in the US|": ""I have long felt that the Democratic Party is not interested in deporting illegal aliens, because they are considered future democratic voters."""|Pro|Democrats oppose deporting illegals because they are potential voters.|__UNKNOWN__|(__UNKNOWN__:1)
4124|179|politics|416| Deporting illegal immigrants in the US|": ""The U.S.-Mexican border is allowed to be porous because of misguided attitudes that border security will anger Hispanics in the United States and the Mexican government. Failing to act, regardless of who is angered by enforcing the law, is an abdication of government responsibility to regulate the flow of people into and out of this nation's borders."""|Pro|Angering hispanics should not stop enforcing law, deporting illegals.|__UNKNOWN__|(__UNKNOWN__:1)
4125|521|constitutionality|416| Deporting illegal immigrants in the US|These rights are granted by the Constitution, so can only apply within the confines of those national, sovereign borders.|Pro|The right to free movement only applies w/in borders.|__UNKNOWN__|(__UNKNOWN__:1)
4126|521|constitutionality|416| Deporting illegal immigrants in the US|Whether written in the Constitution or not, the freedom of movement is an unalienable human right that must be protected.|Con|Freedom of movement is an unalienable human right.|__UNKNOWN__|(__UNKNOWN__:1)
4127|579|opinion|416| Deporting illegal immigrants in the US|"A CBS News/New York Times Poll dated September 2007 asked, ""Should illegal immigrants be prosecuted and deported for being in the U.S. illegally, or shouldn't they?"" In response, 69% of American citizens believed illegal immigrants should be deported for being in the U.S. illegally, while only 24% believed they should not."|Pro|Some polls find Americans support deporting illegals.|PUBLIC OPINION|(PUBLIC OPINION:1.0)
4128|579|opinion|416| Deporting illegal immigrants in the US|"A USA Today/Gallup Poll dated March 2007 asked, ""Should the government deport all illegal immigrants back to their home country?"" In response, only 24% of American citizens believed the government should deport all illegal immigrants. Furthermore, 59% of American citizens believed the government should allow illegal immigrants to remain in the United States and become U.S. citizens, but only if they meet certain requirements."|Con|Americans oppose the deportation of all illegal immigrants.|PUBLIC OPINION|(PUBLIC OPINION:1.0)
4491|64|social|487| Drivers licenses for Illegal immigrants in the US|- Illegal immigrants that are currently residing in America are active members of American society. They typically lead productive and law-abiding lives consistent with American ideals. Their only illegal action was entering the United States. As such, efforts should be made to integrate them into American society, and providing them the option of obtaining driver's licenses is a good way of achieving this.|Yes|Illegal immigrants in America should be integrated into society|__UNKNOWN__|(__UNKNOWN__:1)
4492|64|social|487| Drivers licenses for Illegal immigrants in the US|It is not possible to deport between 10 and 12 million illegal immigrants. Therefore, integration is the best option. Offering illegal immigrants driver's licenses is in line with this course of action.|Yes|It is not feasible to deport millions of illegal immigrants from the United States|__UNKNOWN__|(__UNKNOWN__:1)
4493|64|social|487| Drivers licenses for Illegal immigrants in the US|Sending millions of illegal immigrants back to their home countries would result in a humanitarian crisis, particularly in Mexico. The best response, therefore, is to better integrate them into the fabric of society. Providing them with driver's licenses fits into this moral course of action.|Yes|Deporting millions of illegal immigrants from America would result in a humanitarian crisis|__UNKNOWN__|(__UNKNOWN__:1)
4494|64|social|487| Drivers licenses for Illegal immigrants in the US|The primary basis for this argument is that illegal immigrants are, inherently, in the United States illegally. On a purely legal basis, they should not be afforded legal documentation such as a driver's license, and should be deported. Beyond the legality, many argue that the presence of illegal immigrants is harmful economically and socially to lawful citizens, providing additional cause to moving away from integration and such measures as providing illegal immigrants with driver's licenses.|No|Illegal immigrants should not be integrated into American society, but rather deported.|__UNKNOWN__|(__UNKNOWN__:1)
4495|64|social|487| Drivers licenses for Illegal immigrants in the US|"- This debate often assumes that driver's licenses would simply be offered to illegal Mexican immigrants, with the claim that the US economy is dependent on these ""productive"" illegal immigrants. But, what about other groups of illegal immigrants that may be ""less desirable""? What about an illegal immigrant from, for example, Iran? The problem is that the proposition tends to base its arguments off of only one particular group of illegal immigrants (Mexican immigrants constituted around 57% of the illegal immigrant population in 2007), while seemingly denying the costs of accepting other groups of illegal immigrants into this program."|No|Driver's licenses would have to be offered to ALL illegal immigrants (not just Mexican)|__UNKNOWN__|(__UNKNOWN__:1)
4496|359|legality|487| Drivers licenses for Illegal immigrants in the US|"- The fourteenth amendment of the United States Constitution, ratified in 1868 to secure rights for slaves, holds that states must provide equal protection under the law to all persons (not only to citizens) within their jurisdictions. Section 1 of the fourteenth amendment holds, ""All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside. No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States; nor shall any State deprive any person of life, liberty, or property, without due process of law; nor deny to any person within its jurisdiction the equal protection of the laws."" The case Plyler v. Doe, 457 U.S. 202 (1982), saw the Supreme Court of the United States strike down a state statute denying funding for education to children who were illegal immigrants. It established that regardless of legal status, illegal immigrants are still 'persons' and thus protected as such under some provisions the Fifth and Fourteenth Amendments of the US Constitution, notably the Equal Protection Clause of the Fourteenth Amendment. This precedent has been interpreted to mean that illegal immigrants should also enjoy equal protection in regard to access to driver's licenses."|Yes|Illegal immigrants enjoy equal protection under US law|__UNKNOWN__|(__UNKNOWN__:1)
4497|359|legality|487| Drivers licenses for Illegal immigrants in the US|Offering drivers licenses to illegal immigrants provides legal status to individuals that have knowingly broken US laws. The Immigration and Nationality Act clearly states that illegal aliens should be deported. These long-standing laws must be upheld. Offering illegal immigrants driver's licenses clearly violates these laws and the impression that the United States is capable of enforcing them. It also undermines the notion of rewarding law abiding citizens and punishing those that break the law. Why should illegal immigrants be allowed to get away with their illegal acts. US citizens (not illegal aliens) are not afforded this luxury of forgiveness in the face of the law. Therefore, the proposition is an unwarranted and immoral concession that undermines the consistency of US law.|No|Offering illegal immigrants driver's licenses would violate the rule of law|__UNKNOWN__|(__UNKNOWN__:1)
4498|359|legality|487| Drivers licenses for Illegal immigrants in the US|- Criminals cannot be trusted to respect US laws. Since illegal immigrants are, inherently, criminals, they should not be trusted to respect US laws with new driver's licenses.|No|Illegal aliens with new driver's licenses should not be trusted to respect laws|__UNKNOWN__|(__UNKNOWN__:1)
4499|359|legality|487| Drivers licenses for Illegal immigrants in the US|- Offering illegal immigrants driver's licenses will unfairly subvert the process that all other immigrants have to go through to become legal citizens of a country.|No|Driver's licenses for illegal immigrants undermines legal immigration|__UNKNOWN__|(__UNKNOWN__:1)
4500|359|legality|487| Drivers licenses for Illegal immigrants in the US|- Drivers licenses can be used by illegial aliens to obtain many things in society obtained by ordinary, legal citizens. This is wrong.|No|"Drivers licenses for illegal aliens act as ""breeder documents"" for further illegal actions"|__UNKNOWN__|(__UNKNOWN__:1)
4501|634|road safety|487| Drivers licenses for Illegal immigrants in the US|With millions of illegal immigrants lacking drivers licenses, there are millions of drivers on the road who have not taken a driver's license test and who probably do not know the traffic safety laws. This is dangerous, and issuing driver's licenses to illegal aliens would help resolve this.|Yes|Offering drivers licenses to illegal immigrants will make roads safer in the US|HEALTH AND SAFETY|(HEALTH AND SAFETY:1.0)
4502|634|road safety|487| Drivers licenses for Illegal immigrants in the US|While some argue that US roads will be made safer with illegal immigrants in possession of drivers licenses, this is not necessarily the case. If illegal immigrants break US laws to get into the country, why should they be expected to abide by driving laws when they obtain driver's licenses.|No|Providing drivers licenses to illegal immigrants will not make US roads safer|HEALTH AND SAFETY|(HEALTH AND SAFETY:1.0)
4503|634|road safety|487| Drivers licenses for Illegal immigrants in the US|- Most illegal aliens do not have the money to spend on insurance.|No|Access to driver's licenses will not lead illegal aliens to obtain insurance|HEALTH AND SAFETY|(HEALTH AND SAFETY:1.0)
4504|634|road safety|487| Drivers licenses for Illegal immigrants in the US|Another obvious argument is that, if we are to make the roads safer from illegal immigrants who do not have drivers license then deportation of these immigrants can also serve as a solution to the problem|No|Deporting illegal immigrants will make roads safe from them.|HEALTH AND SAFETY|(HEALTH AND SAFETY:1.0)
4505|29|national security|487| Drivers licenses for Illegal immigrants in the US|- Drivers licenses to illegal aliens will bring these individuals out from the shadows into the open. This is good for security in general, as it allows for greater tracking of individuals and leads to greater individual feelings of accountability within a societ that they are part of.|Yes|Offering drivers licenses to illegal aliens will improve national security|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
4506|29|national security|487| Drivers licenses for Illegal immigrants in the US|- To let the fear of terrorists drive immigration policy in the United States, is to let the terrorist enemy win. While some fears are warranted, the United States should not let these fears dictate its most basic, open, immigrant-nation principles.|Yes|Post 9/11 fears should not cause the US to deny driver's licenses to illegal immigrants|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
4507|29|national security|487| Drivers licenses for Illegal immigrants in the US|- Driver's licenses are not the end-all-be-all of identity in the United States. Illegal immigrants are effectively faking passports, driver's licenses, and other items of identification. Therefore, the provision of driver's licenses won't be too dramatic of a shift.|Yes|It is already very easy for illegals to fake their identity; offering them driver's licenses won't change much.|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
4508|29|national security|487| Drivers licenses for Illegal immigrants in the US|- Many terrorists, including 9/11 terrorists, obtained driver's licenses as a means to perform their acts of terrorism. They used driver's licenses to move more freely around the United States, and to get onto the airplanes that were used in the 9/11 attacks. Driver's licenses, therefore, are a primary tool for terrorists or any individual that may pose a national security threat of some kind. While illegal immigrants should not generally be viewed as terrorists or national security threats, the poor background information on them, that they are foreign in origin, and that they illegally crossed a national boundary may make them more likely terrorists suspects than other groups. This should lead America to the conclusion that offering illegal immigrants driver's licenses poses national security risks.|No|Offering illegal immigrants drivers licenses is a national security threat|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
4509|29|national security|487| Drivers licenses for Illegal immigrants in the US|- Passport security has been substantially improved. Therefore, it is not valid to claim that giving driver's licenses to illegal immigrants will NOT add significantly to the security vulnerabilities in the United States.|No|Passport security difficulties are minor and don't justify driver's licenses to illegal aliens|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
4510|29|national security|487| Drivers licenses for Illegal immigrants in the US|- Many illegal immigrants are fugitives from their home countries. The United States may have not means of determining this, and yet will be offering such individuals driver's licenses.|No|Illegal immigrant fugitives might be offered driver's licenses|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
4511|635|stemming immigration|487| Drivers licenses for Illegal immigrants in the US|- The illegal immigrant problem in the United States cannot be resolved by mass deportation. The only other course of action is to integrate these populations. Offering them driver's licenses is an important part in this step.|Yes|Denying illegal immigrants driver's licenses does not address the problem of illegal immigration|__UNKNOWN__|(__UNKNOWN__:1)
4512|635|stemming immigration|487| Drivers licenses for Illegal immigrants in the US|- A serious part of the illegal immigrant problem is the lack of information on this group of American society. Offering illegal immigrants driver's licenses will bring this group of the population out of the shadows and into the arena of public record.|Yes|Issuing driver's licenses to illegal immigrants would help gather important information|__UNKNOWN__|(__UNKNOWN__:1)
4513|635|stemming immigration|487| Drivers licenses for Illegal immigrants in the US|In the United States, there are uncertainties regarding the future of illegal immigrants. Illegal immigrants know this, and they will not risk their deportation to obtain a driver's licenses. Therefore, they will simply not sign up for the program.|No|Illegal immigrants will not risk deportation to obtain a drivers license|__UNKNOWN__|(__UNKNOWN__:1)
4514|635|stemming immigration|487| Drivers licenses for Illegal immigrants in the US|Any incentive offered to illegal aliens to obtain driver's licenses risks being viewed as a reward or concession for illegal behavior. This is wrong.|No|It would be wrong to provide illegal aliens an incentive to obtain driver's licenses.|__UNKNOWN__|(__UNKNOWN__:1)
4515|635|stemming immigration|487| Drivers licenses for Illegal immigrants in the US|- A big part of solving the illegal immigration problem is creating dis-incentives for entering the United States. This is one of the reasons why pressure is being put on employers to stop hiring illegal aliens. Yet, driver's licenses for illegal aliens will provide a significant spur to future illegal immigration. It will be a signal that the United States is willing to accept, accommodate, and integrate illegal aliens. In this way, the proposition is detrimental to the effort to reduce illegal immigration. Given the fact that the United States suffers from the largest illegal immigration problem in the world, this is a major problem with offering driver's licenses to illegal immigrants in the United States.|No|Offering driver's licenses to illegal immigrants will incentivize more illegal immigration|__UNKNOWN__|(__UNKNOWN__:1)
4516|635|stemming immigration|487| Drivers licenses for Illegal immigrants in the US|- If America really wanted to uncover and deport illegal immigrants it could. It is generally capable of enforcing immigration laws, making it wrong to view illegal immigrant driver's licenses as the only remaining alternative.|No|America is capable of enforcing immigration law|__UNKNOWN__|(__UNKNOWN__:1)
4517|0|economics|487| Drivers licenses for Illegal immigrants in the US|- Because illegal immigrant drivers are a greater risk on the road, and because they do not have insurance, they make it necessary for insurance companies to raise rates for everyone. If illegal aliens had driver's licenses, obtained the necessary driving instruction, and also qualified for insurance, then the general risk on roads would be dramatically reduced, along with insurance costs for everyone.|Yes|Driver's licenses for illegal immigrants will generally lower insurance costs|ECONOMIC|(ECONOMIC:1.0)
4518|0|economics|487| Drivers licenses for Illegal immigrants in the US|- Some argue that illegal immigrants should be deported, rather than provided legal licenses that further integrate them into society. The problem with this approach, however, is that it would withdraw from society the substantial contributions (economic and other) being made by illegal immigrants. The costs would be prohibitively high. Therefore, efforts to integrate illegal immigrants are necessary, including providing them with driver's licenses.|Yes|Deporting illegal immigrants would cripple the US economy|ECONOMIC|(ECONOMIC:1.0)
4519|0|economics|487| Drivers licenses for Illegal immigrants in the US|While driver's licenses for illegal immigrants may reduce general insurance costs, it will raise costs in other ways. Offering licensing to roughly 15 million illegal immigrants in the United States would entail very high governmental, administrative costs surrounding the teaching, licensing, and documenting of these additional individuals. This may negate any of the economic benefits cited in the affirmative.|No|The costs of providing driver's licenses to millions of illegal immigrants would be very high.|ECONOMIC|(ECONOMIC:1.0)
4520|636|dmv employees|487| Drivers licenses for Illegal immigrants in the US|Without a driver's license to illegal immigrants scheme, it is necessary for DMV employees to know which documents they can accept as proof of lawful presence and which are faulty. This is very difficult and unreasonable to expect. Providing illegal immigrants with driver's licenses would eliminate this problem because no distinction would be necessary between legal citizens and illegal immigrants.|Yes|Denying illegal immigrants driver's licenses forces DMV employees to become immigration experts.|__UNKNOWN__|(__UNKNOWN__:1)
4521|636|dmv employees|487| Drivers licenses for Illegal immigrants in the US|- While determining illegal immigrant status may be difficult, systems have been created to enable this. One such system is called the Systematic Alien Verification for Entitlements (SAVE) system, where DMV employees would simply have to enter the document number and the name of the bearer into the computer and wait for an answer from state and federal government officials. This means that DMV employees would not need to become immigration experts.|No|DMV employees would not need to become immigration experts to determine the illegality of an immigrant|__UNKNOWN__|(__UNKNOWN__:1)
4522|637|voter fraud|487| Drivers licenses for Illegal immigrants in the US|Voter fraud is only possible if an illegal alien is able to pretend that they are legal citizens with their driver's license. A scheme that would make their status clear on driver's licenses would prevent voter fraud.|Yes|Some driver's license schemes would make clear possession by illegal immigrants, thus preventing voter fraud.|__UNKNOWN__|(__UNKNOWN__:1)
4523|637|voter fraud|487| Drivers licenses for Illegal immigrants in the US|- The only thing necessary in registering to vote is a driver's license. Therefore, illegal immigrants could easily register to vote. Yet, this is not lawful, and would thus be considered voter fraud.|No|Offering driver's licenses to illegal immigrants increases the risk of voter fraud|__UNKNOWN__|(__UNKNOWN__:1)
4524|638|american opinion|487| Drivers licenses for Illegal immigrants in the US|These states include Hawaii, Maine, Maryland, Michigan, New Mexico, Oregon, Utah and Washington.|Yes|Many US states do not require drivers to prove legal status in order to obtain a driver's license.|PUBLIC OPINION|(PUBLIC OPINION:1.0)
4525|638|american opinion|487| Drivers licenses for Illegal immigrants in the US|There is a strong case that the 14th amendment of the constitution provides illegal immigrants with equal protection under the law, including in regards to the provision of driver's licenses. Such an interpretation should stand above public opinion.|Yes|Public opinion is irrelevant to legal/constitutional interpretations on providing driver's licenses to illegal immigrants.|PUBLIC OPINION|(PUBLIC OPINION:1.0)
4526|638|american opinion|487| Drivers licenses for Illegal immigrants in the US|- Public opposition to this proposition is a very important fact to consider. This is an issue that deeply affects the public and which is based on public values. If public opinion strongly rejects providing illegal immigrants with driver's licenses, this public discomfort with the proposition should be respected by law-makers, and licenses should not be provided.|No|The American public strongly opposes driver's licenses for illegal immigrants|PUBLIC OPINION|(PUBLIC OPINION:1.0)
10314|27|principles|1109| Path to citizenship for illegal immigrants in the US|": ""The policy implications should be obvious. We must not let ourselves become a nation of permanent illegal immigrants, who toil in the shadows; nor should we become a nation of 'guest workers.' We are a nation of immigrants who have trodden the path toward citizenship. A central goal of reform should be to clear that path for those who deserve the privileges, economic and otherwise, of being an American citizen."""|Pro|US cannot be a nation of permanent illegal immigrants|__UNKNOWN__|(__UNKNOWN__:1)
10315|27|principles|1109| Path to citizenship for illegal immigrants in the US|"Consider being a part of another country which would treat you... ""unwell"". Where would you go? Certainly somewhere near your border, so what would the choice be? You will definitely choose the U.S. since it is a free country and for immigrants this is a great opportunity to get out of their past lives and make a new one, despite the fact that this is attained through desperate matters what you people call ""Illegal Immigration"". So why don't we give these people a shot at what they want, give them the rights of any American citizen? If America really is the land of the free, why can't we share some of that freedom?"|Pro|Citizenship is great opportunity; grant it to those already here.|__UNKNOWN__|(__UNKNOWN__:1)
10316|27|principles|1109| Path to citizenship for illegal immigrants in the US|"George W. Bush, MBA, 43rd President of the United States, in an Aug. 3, 2006: ""The best plan is to say to somebody who has been here illegally, if you've been paying your taxes, and you've got a good criminal record, that you can pay a fine for being here illegally, and you can learn English, like the rest of us have done, and you can get in a citizenship line to apply for citizenship. You don't get to get in the front, you get to get in the back of the line. But this idea of deporting people is just not -- it doesn't make any sense to me, and it doesn't make any sense to a lot of people who understand this issue. So here's a reasonable way to treat people with respect and accomplish what we want to accomplish, which is to be a country of law and a country of decency and respect."""|Pro|Path to citiz. puts illegals through citiz. process w/o deportation|__UNKNOWN__|(__UNKNOWN__:1)
10317|27|principles|1109| Path to citizenship for illegal immigrants in the US|"The American Federation of Labor - Congress of Industrial Organizations (AFL-CIO), in a Feb. 16, 2000 www.aflcio.org website section titled ""The AFL-CIO Calls for Amnesty"": ""Millions of hard-working people who make enormous contributions to their communities and workplace are denied basic human rights because of their undocumented status... The AFL-CIO supports a new amnesty program that would allow these members of local communities to adjust their status to permanent residents and become eligible for naturalization."""|Pro|Illegal immigrants denied basic human right w/o citizenship|__UNKNOWN__|(__UNKNOWN__:1)
10318|27|principles|1109| Path to citizenship for illegal immigrants in the US|"The American Friends Service Committee (AFSC), in its website section titled ""About AFSC"" (accessed Oct. 1, 2007), stated: ""Programs on immigration are based on our conviction of the worth and inherent dignity of all people. That’s why AFSC has consistently expressed support for undocumented immigrants, and has repeatedly called on the US government to grant permanent residency to all undocumented men, women, and children."""|Pro|Path to citizenship respects dignity of the undocumented|__UNKNOWN__|(__UNKNOWN__:1)
10319|27|principles|1109| Path to citizenship for illegal immigrants in the US|Illegal immigrants are criminals. They have broken US law. Why should they be given any special favors? They should treated like criminals, found, charged, jailed, and deported. It's simply a matter of enforcing the law.|Con|A path to citizenship grants amnesty to criminals.|__UNKNOWN__|(__UNKNOWN__:1)
10320|27|principles|1109| Path to citizenship for illegal immigrants in the US|"Randy Neugebauer, US Representative (R-TX), in a July 2, 2007 website section titled ""Randy's Roundups,"": ""Amnesty is bad policy and sends the message that immigrants are better off breaking our laws rather than respecting them."""|Con|Path to citizenship sends message that breaking laws is OK|__UNKNOWN__|(__UNKNOWN__:1)
10321|27|principles|1109| Path to citizenship for illegal immigrants in the US|"James Sensenbrenner, JD, US House Representative (R-WI), in a Mar. 27, 2006 Bristol Herald Courier article titled ""James Sensenbrenner Not Deterred by Immigration Protests"": ""illegal aliens should not be granted amnesty and a path to citizenship. This would be a slap in the face to all those who have followed the law and have come to America legally."""|Con|Path to citizenship disrespects legal immigrants|__UNKNOWN__|(__UNKNOWN__:1)
10322|27|principles|1109| Path to citizenship for illegal immigrants in the US|"John Jacob, Owner of John D. Jacob Land Surveying Services, while being a 2006 U.S. congressional Republican candidate in Utah, in a June 25, 2006 Deseret News article entitled ""John Jacob's Responses to News Candidate Questionnaire"": ""[Amnesty] is a mass-pardon for lawbreakers and serves as a disadvantage to those who are legally seeking the American dream."""|Con|Path to citizenship disadvantages prospective legal immigrants|__UNKNOWN__|(__UNKNOWN__:1)
10323|27|principles|1109| Path to citizenship for illegal immigrants in the US|": ""Those politicians and advocacy groups who continue to push for a so-called 'path to citizenship' for illegal aliens, ignore the fact that there is already such a 'path' and it has been successfully taken by millions. Of course, it is not quick, and it does not reward criminals. [it's the legal way]."" Dave suggests that illegal immigrants leave and apply like everybody else, through the ordinary path to citizenship."|Con|Path to citizenship exists: leave and apply legally|__UNKNOWN__|(__UNKNOWN__:1)
10324|27|principles|1109| Path to citizenship for illegal immigrants in the US|Illegal immigrants undoubtably bring many benefits to the US. However, they bring much more harm than good. They increase the poverty rate in the areas they live in. They most likely are a bad influence on the Americans they live near with. They come to the US illegally and beg for legal citizenship so they can get rights they don't deserve. They came to here illegally and want citizenship so that they can have rights and abuse the US system. They decrease the morale of the parts they live in because of discrimination and also because of the suspicion, the fear they bring in because of their image of being criminals and drug dealers. Why should we grant them citizenship when they're here first illegaly?|Con|Illegal immigrants do more harm than good; deport them.|__UNKNOWN__|(__UNKNOWN__:1)
10325|27|principles|1109| Path to citizenship for illegal immigrants in the US|"Todd Schnitt, who often discusses immigration policy on the Schnitt Show, said in a phone interview with KOMO News: ""Everybody who broke into this country illegally knows they broke into this country illegally, and they've been siphoning off our system. [...] I'm all for immigration. We're a country of immigrants that came to this country legally. [...] [But,] I don't believe in amnesty. We need to send them back to their home countries, and then they can reapply, get in line, and enter this country legally."""|Con|Statements against path to citizenship for illegal immigrants|__UNKNOWN__|(__UNKNOWN__:1)
10326|160|illegal immigration|1109| Path to citizenship for illegal immigrants in the US|"Demetrios Papademetriou, PhD, Co-Founder and President of Migration Policy Institute (MPI): ""we should ask unauthorized immigrants to earn their new legal status. Unauthorized immigrants could begin the regularization process by registering with immigration officials and then be given, say, three years in which to qualify. The criteria for regularization should be forward-looking, easily proven, and consistent with what we as a society consider important. Steady employment, paying taxes, speaking English capably and having a clean criminal record are a good start. And the process should a pay for itself by collecting a substantial but reasonable fee from the immigrants who are regularized."" The difficult conditions of this path to citizenship, which gives illegal aliens no advantages over legal aliens, provides no incentive for illegal immigration over legal immigration."|Pro|Path to citizenship is about earning citizenship|__UNKNOWN__|(__UNKNOWN__:1)
10327|160|illegal immigration|1109| Path to citizenship for illegal immigrants in the US|"The Federation for American Immigration Reform (FAIR), in a Jan. 2007 www.fairus.org section titled ""The Costs of Illegal Immigration to New Jerseyites"": ""The proposal to simply convert illegal alien residents to legal resident status with an amnesty violates a fundamental principle of immigration reform, because that will encourage rather than deter future illegal immigration. A policy that conveys the message that the country or any state or local government will tolerate and reward foreigners who ignore our immigration law invites the world to see illegal immigration as an accepted route to seeking a better life in our country and it will exacerbate the problem."""|Con|Path to citizenship encourages illegal immigration|__UNKNOWN__|(__UNKNOWN__:1)
10328|1237|deportation|1109| Path to citizenship for illegal immigrants in the US|"Michael R. Bloomberg, MBA, 108th Mayor of the City of New York, in a July 5, 2006: ""We need to get real about the people who are now living in this country illegally – in many cases raising families and paying taxes. The idea of deporting these 11 or 12 million people – about as many as live in the entire state of Pennsylvania – is pure fantasy. Even if we wanted to, it would be physically impossible to carry out. If we attempted it – and it would be perhaps the largest round-up and deportation in world history – the social and economic consequences would be devastating. Let me ask you: Would we really want to spend billions of dollars on a round-up and deportation program that would split families in two – only to have these very same people and millions more, illegally enter our country again? Of course not. America is better than that – and smarter than that. There is only one practical solution, and it is a solution that respects the history of our nation: Offer those already here the opportunity to earn permanent status and keep their families together."""|Pro|Deportation is not feasible; legalization is only option|__UNKNOWN__|(__UNKNOWN__:1)
10329|1237|deportation|1109| Path to citizenship for illegal immigrants in the US|"""The GOP's Immigration Fumble."" The Wall Street Journal. Aug. 4, 2002: ""Deporting them for the duration of the application process would break up families. It also would disrupt businesses that depend on foreign labor for jobs that Americans don't want... The U.S. needs policies in place that recognize the economic realities that come with a long, porous border between an immensely rich country and a poor one. We need programs that will legalize the status of foreigners who are here already and contributing to our economy. We need more legal channels, such as temporary work programs, to handle future arrivals. And we need to speed up family reunifications."""|Pro|Deporting illegals would be economically damaging|__UNKNOWN__|(__UNKNOWN__:1)
10330|1237|deportation|1109| Path to citizenship for illegal immigrants in the US|"The Wall Street Journal, in its Aug. 4, 2002 editorial titled ""The GOP's Immigration Fumble,"" offered the following: ""Deporting them for the duration of the application process would break up families."""|Pro|Deportation disrupts immigrant families|__UNKNOWN__|(__UNKNOWN__:1)
10331|1237|deportation|1109| Path to citizenship for illegal immigrants in the US|"Jim Gilchrist, MBA, CPA, Founder and President of The Minuteman Project, in a May 31, 2007 Global Politician interview titled ""Jim Gilchrist of Minuteman Project on Immigration, Terror, Elections"": ""I’m pro-deportation or if you want to use a nicer word, pro-repatriation. You cannot have a defeatist attitude towards the problem and have a solution. The repatriation of illegals must begin with a recognition of the problem and a plan. We may be called names, but the names our grandchildren will call us will be worse when they have to live in a destroyed country. There must be a multi-faceted approach, including arresting illegals and also cutting off social welfare programs to them."""|Con|Illegals should be deported, not given amnesty|__UNKNOWN__|(__UNKNOWN__:1)
10332|1237|deportation|1109| Path to citizenship for illegal immigrants in the US|"Joe Guzzardi, English Instructor at Lodi Adult School. ""Joe Feels Good About Immigration Bill..."" VDARE.com. June 2, 2006: ""S. 2611 is not administratively manageable. Has anyone wondered how many hundreds of millions of pieces of paper would have to be processed to legalize tens of millions of aliens? Forget it."""|Con|Path to citizenship is more difficult than deportation|__UNKNOWN__|(__UNKNOWN__:1)
